LONG,LAT,WL_MBGL,geometry,potential
72.354,30.496,58.2375,POINT (72.354 30.496),0
71.812,29.599,55.292500000000004,POINT (71.812 29.599),0
71.824,29.795,58.8075,POINT (71.824 29.795),0
71.822,29.857,56.36,POINT (71.822 29.857),0
71.629,29.8,52.260000000000005,POINT (71.629 29.8),0
71.915,29.625,61.8375,POINT (71.915 29.625),0
71.919,29.684,49.7325,POINT (71.919 29.684),0
72.313,30.296,59.3775,POINT (72.313 30.296),0
72.258,30.261,58.2325,POINT (72.258 30.261),0
72.357,30.431,60.9375,POINT (72.357 30.431),0
72.327,30.364,60.707499999999996,POINT (72.327 30.364),0
71.613,29.204,8.946000000000002,POINT (71.613 29.204),1
71.767,29.917,13.580000000000002,POINT (71.767 29.917),1
71.58611,29.95472,16.696944000000002,POINT (71.58611 29.95472),1
71.68389,29.84361,15.706344,POINT (71.68389 29.84361),1
71.76806,29.60056,16.9045128,POINT (71.76806 29.60056),1
71.53694,30.16583,14.478,POINT (71.53694 30.16583),1
72.9,32.35,18.251428571428573,POINT (72.9 32.35),1
73.3,32.49,14.842857142857143,POINT (73.3 32.49),1
73.894,32.495,6.341428571428572,POINT (73.894 32.495),1
72.765,31.11,9.308571428571428,POINT (72.765 31.11),1
72.17833,30.25083,4.67868,POINT (72.17833 30.25083),1
72.37972,29.98472,7.802118,POINT (72.37972 29.98472),1
72.06,32.07,12.773333333333333,POINT (72.06 32.07),1
72.20389,29.89361,12.73556,POINT (72.20389 29.89361),1
71.643,30.303,43.08,POINT (71.643 30.303),0
71.646,29.536,44.37,POINT (71.646 29.536),0
71.663,30.222,23.8525,POINT (71.663 30.222),0
71.503,30.188,34.75,POINT (71.503 30.188),0
73.065,30.293,35.61,POINT (73.065 30.293),0
71.53222,29.61972,15.8496,POINT (71.53222 29.61972),1
71.5775,29.55889,14.997684,POINT (71.5775 29.55889),1
71.62139,29.46972,14.455902,POINT (71.62139 29.46972),1
73.85667,31.07972,4.6472475,POINT (73.85667 31.07972),1
73.89972,30.94917,1.279017,POINT (73.89972 30.94917),1
71.67139,29.60444,11.4808,POINT (71.67139 29.60444),1
71.70083,29.55472,7.784591999999999,POINT (71.70083 29.55472),1
71.51361,29.76667,7.443651428571428,POINT (71.51361 29.76667),1
71.54222,29.80111,17.3736,POINT (71.54222 29.80111),1
73.86028,31.34,2.37744,POINT (73.86028 31.34),1
73.91361,31.07917,4.598785454545455,POINT (73.91361 31.07917),1
73.92278,31.23194,4.611841714285714,POINT (73.92278 31.23194),1
73.75583,30.82306,2.40792,POINT (73.75583 30.82306),1
73.82833,30.76056,6.447905454545454,POINT (73.82833 30.76056),1
73.86944,30.71056,2.667,POINT (73.86944 30.71056),1
73.87222,30.66806,4.061242285714286,POINT (73.87222 30.66806),1
73.8775,30.64083,3.357372,POINT (73.8775 30.64083),1
73.90889,30.5675,4.1148,POINT (73.90889 30.5675),1
73.945,30.56361,4.152355714285714,POINT (73.945 30.56361),1
73.97528,30.92111,2.666782285714286,POINT (73.97528 30.92111),1
73.9775,30.76056,4.663948,POINT (73.9775 30.76056),1
73.98889,30.72806,6.257326285714286,POINT (73.98889 30.72806),1
73.63417,30.38028,6.9622035,POINT (73.63417 30.38028),1
73.46111,30.58611,8.901466285714287,POINT (73.46111 30.58611),1
73.51972,30.46083,5.47243,POINT (73.51972 30.46083),1
73.38778,30.43417,9.8680524,POINT (73.38778 30.43417),1
73.36917,30.30778,8.54158457142857,POINT (73.36917 30.30778),1
73.26806,30.36167,9.583216799999999,POINT (73.26806 30.36167),1
73.2425,30.26778,9.560052,POINT (73.2425 30.26778),1
71.62472,29.73,15.497048,POINT (71.62472 29.73),1
71.74083,29.70222,12.920471999999998,POINT (71.74083 29.70222),1
71.85806,29.54222,15.960344000000001,POINT (71.85806 29.54222),1
71.96917,29.71028,13.158216,POINT (71.96917 29.71028),1
71.91833,29.77361,12.2404632,POINT (71.91833 29.77361),1
71.80111,29.93694,12.1825512,POINT (71.80111 29.93694),1
71.78361,30.10194,13.388848000000001,POINT (71.78361 30.10194),1
71.92306,30.24472,15.368016,POINT (71.92306 30.24472),1
72.24333,30.41583,13.3002528,POINT (72.24333 30.41583),1
72.16778,30.17167,14.578584,POINT (72.16778 30.17167),1
72.25278,30.17111,8.6733888,POINT (72.25278 30.17111),1
73.97639,31.27,6.3026544,POINT (73.97639 31.27),1
72.756,29.712,5.8183333333333325,POINT (72.756 29.712),1
73.161,29.596,8.08,POINT (73.161 29.596),1
72.985,29.682,5.553333333333334,POINT (72.985 29.682),1
72.878,29.815,7.4750000000000005,POINT (72.878 29.815),1
72.75917,30.44917,7.5797664,POINT (72.75917 30.44917),1
73.215,30.029,9.385,POINT (73.215 30.029),1
72.721,29.734,8.386666666666667,POINT (72.721 29.734),1
72.9,29.78,8.745555555,POINT (72.9 29.78),1
72.983,29.923,7.47,POINT (72.983 29.923),1
72.824,29.554,7.708333333333333,POINT (72.824 29.554),1
72.88,29.611,5.195,POINT (72.88 29.611),1
73.261,30.008,10.421666666666667,POINT (73.261 30.008),1
72.965,29.865,9.641666666666667,POINT (72.965 29.865),1
73.066,29.921,16.212,POINT (73.066 29.921),1
72.32,30.93,5.966938113207547,POINT (72.32 30.93),1
72.31333,30.59778,5.3130049999999995,POINT (72.31333 30.59778),1
72.34472,31.09639,4.812452266666667,POINT (72.34472 31.09639),1
72.32417,31.15167,5.8213752,POINT (72.32417 31.15167),1
72.33917,31.35,6.7968367999999995,POINT (72.33917 31.35),1
72.33917,31.35722,7.370064,POINT (72.33917 31.35722),1
72.33083,31.24417,9.111949714285714,POINT (72.33083 31.24417),1
72.30333,31.34139,4.290656470588235,POINT (72.30333 31.34139),1
72.33306,31.39056,2.0073257142857144,POINT (72.33306 31.39056),1
72.33778,30.635,3.9872652631578944,POINT (72.33778 30.635),1
72.33917,30.66222,6.546257333333333,POINT (72.33917 30.66222),1
72.35056,30.70083,4.598222666666667,POINT (72.35056 30.70083),1
72.3275,30.77417,8.589424421052632,POINT (72.3275 30.77417),1
72.33139,30.83556,5.2695348,POINT (72.33139 30.83556),1
72.33389,30.88667,6.150382736842105,POINT (72.33389 30.88667),1
72.33639,30.92389,3.782568,POINT (72.33639 30.92389),1
72.33556,30.99111,4.100463058823529,POINT (72.33556 30.99111),1
71.88361,30.65611,4.00343076923077,POINT (71.88361 30.65611),1
72.38111,30.63556,4.4064555,POINT (72.38111 30.63556),1
72.38306,31.08639,4.03352,POINT (72.38306 31.08639),1
72.38306,31.28444,5.560110545454545,POINT (72.38306 31.28444),1
72.38556,31.36306,6.205897333333334,POINT (72.38556 31.36306),1
72.3925,31.23806,9.379287111111111,POINT (72.3925 31.23806),1
72.39417,31.28611,10.951945263157896,POINT (72.39417 31.28611),1
72.38722,30.67278,7.014243130434783,POINT (72.38722 30.67278),1
72.36917,30.7425,5.357631619047619,POINT (72.36917 30.7425),1
72.36917,30.78972,9.327330615384614,POINT (72.36917 30.78972),1
72.38833,30.82167,8.2169,POINT (72.38833 30.82167),1
72.39083,30.89417,5.6800496,POINT (72.39083 30.89417),1
72.38472,30.92639,5.730708923076923,POINT (72.38472 30.92639),1
72.4,30.97278,2.810256,POINT (72.4 30.97278),1
72.38556,31.14389,3.3114826666666666,POINT (72.38556 31.14389),1
71.87278,30.67167,4.3520139130434785,POINT (71.87278 30.67167),1
72.42278,30.62194,4.824603,POINT (72.42278 30.62194),1
72.43417,31.22944,4.0776525,POINT (72.43417 31.22944),1
72.43056,31.1725,2.71765824,POINT (72.43056 31.1725),1
72.40528,31.12028,4.0677084,POINT (72.40528 31.12028),1
72.44306,31.19361,6.789637647058823,POINT (72.44306 31.19361),1
72.43861,31.23361,6.139107428571428,POINT (72.43861 31.23361),1
72.45083,31.29417,5.739722666666667,POINT (72.45083 31.29417),1
72.44611,31.33889,10.013333142857144,POINT (72.44611 31.33889),1
72.42528,30.63556,4.770797333333333,POINT (72.42528 30.63556),1
72.42333,30.66194,6.2458209230769235,POINT (72.42333 30.66194),1
72.4175,30.74083,6.327440181818182,POINT (72.4175 30.74083),1
72.43722,30.77417,9.290143157894738,POINT (72.43722 30.77417),1
72.43778,30.82389,9.613616799999999,POINT (72.43778 30.82389),1
72.44056,30.885,7.789265599999999,POINT (72.44056 30.885),1
72.42056,30.91722,5.536602352941177,POINT (72.42056 30.91722),1
72.44417,30.96944,3.677014434782609,POINT (72.44417 30.96944),1
71.89278,30.72139,3.0813804800000004,POINT (71.89278 30.72139),1
72.4925,30.69167,8.14088142857143,POINT (72.4925 30.69167),1
72.49556,31.36778,2.8464885714285715,POINT (72.49556 31.36778),1
72.48417,31.18333,3.375740210526316,POINT (72.48417 31.18333),1
72.48889,31.23139,4.1113040000000005,POINT (72.48889 31.23139),1
72.4925,31.33389,5.9573160000000005,POINT (72.4925 31.33389),1
72.50333,31.43333,7.1395243636363634,POINT (72.50333 31.43333),1
72.47556,30.735,7.018440000000001,POINT (72.47556 30.735),1
72.4875,30.81917,9.641312363636363,POINT (72.4875 30.81917),1
72.48278,30.87361,7.29996,POINT (72.48278 30.87361),1
72.48583,30.93278,7.120974666666667,POINT (72.48583 30.93278),1
72.50694,30.97667,5.984778105263158,POINT (72.50694 30.97667),1
72.47806,31.02194,4.772998666666667,POINT (72.47806 31.02194),1
72.47444,31.23194,4.0060245,POINT (72.47444 31.23194),1
71.92028,30.76278,2.9242512,POINT (71.92028 30.76278),1
72.50889,30.62972,5.775501090909091,POINT (72.50889 30.62972),1
72.52806,31.25778,4.077686117647058,POINT (72.52806 31.25778),1
72.52083,31.14139,1.14046,POINT (72.52083 31.14139),1
72.52889,31.20472,3.234508571428571,POINT (72.52889 31.20472),1
72.52806,31.23722,2.941247636363636,POINT (72.52806 31.23722),1
72.53361,31.27528,4.07416,POINT (72.53361 31.27528),1
72.99583,30.485,7.700264,POINT (72.99583 30.485),1
72.53917,31.32111,5.0306223999999995,POINT (72.53917 31.32111),1
72.54861,31.37889,4.689565714285714,POINT (72.54861 31.37889),1
72.5375,31.43361,5.601716,POINT (72.5375 31.43361),1
72.51861,31.48833,7.2027626666666675,POINT (72.51861 31.48833),1
72.50639,30.67139,11.805032,POINT (72.50639 30.67139),1
72.55111,30.71806,8.302072521739131,POINT (72.55111 30.71806),1
72.51528,30.81722,9.564878,POINT (72.51528 30.81722),1
72.54389,30.87361,8.465819999999999,POINT (72.54389 30.87361),1
72.53278,30.9375,7.865262400000001,POINT (72.53278 30.9375),1
72.52333,31.0,4.3189144347826085,POINT (72.52333 31),1
72.92553,30.30909,14.142296975609755,POINT (72.92553 30.30909),1
72.52972,31.20833,4.285969263157894,POINT (72.52972 31.20833),1
72.60167,30.64444,7.3811648000000005,POINT (72.60167 30.64444),1
72.59306,31.1825,4.7134272,POINT (72.59306 31.1825),1
72.58444,31.34306,3.679096421052632,POINT (72.58444 31.34306),1
72.58667,31.17333,4.271941333333333,POINT (72.58667 31.17333),1
72.58528,31.235,5.3921152,POINT (72.58528 31.235),1
72.58111,31.2675,1.908302,POINT (72.58111 31.2675),1
72.58444,31.33111,3.9586486153846154,POINT (72.58444 31.33111),1
72.59694,31.385,5.017443428571428,POINT (72.59694 31.385),1
72.59944,31.44,8.2210275,POINT (72.59944 31.44),1
73.29278,30.40583,9.897237,POINT (73.29278 30.40583),1
72.605,31.49167,5.270373,POINT (72.605 31.49167),1
72.60889,30.72444,7.6739496,POINT (72.60889 30.72444),1
72.57167,30.81806,11.720331333333332,POINT (72.57167 30.81806),1
72.56861,30.88472,7.0443344,POINT (72.56861 30.88472),1
72.58583,30.93694,6.575338105263158,POINT (72.58583 30.93694),1
72.59,30.97111,3.993134,POINT (72.59 30.97111),1
72.58667,31.25194,6.286297481481482,POINT (72.58667 31.25194),1
72.60167,30.63444,5.078814666666666,POINT (72.60167 30.63444),1
72.66611,31.25778,3.1507043478260868,POINT (72.66611 31.25778),1
72.63833,31.23583,4.1903904,POINT (72.63833 31.23583),1
73.909,30.977,7.7330564,POINT (73.909 30.977),1
72.635,31.18389,4.418946857142857,POINT (72.635 31.18389),1
72.63833,31.22611,4.57454,POINT (72.63833 31.22611),1
72.61778,31.28778,1.9237234285714284,POINT (72.61778 31.28778),1
72.63667,31.31,5.122253647058823,POINT (72.63667 31.31),1
72.64861,31.37333,3.7042344,POINT (72.64861 31.37333),1
72.65583,31.43639,4.7237904,POINT (72.65583 31.43639),1
72.63667,31.51417,8.828894857142856,POINT (72.63667 31.51417),1
72.63417,30.67722,8.099721333333333,POINT (72.63417 30.67722),1
72.63833,30.73528,11.194957500000001,POINT (72.63833 30.73528),1
72.6375,30.78917,16.17138171428571,POINT (72.6375 30.78917),1
72.61917,30.8225,11.968941818181817,POINT (72.61917 30.8225),1
72.63667,30.88417,10.5286188,POINT (72.63667 30.88417),1
72.63417,30.93806,7.634732,POINT (72.63417 30.93806),1
72.63833,30.97139,5.1381258947368424,POINT (72.63833 30.97139),1
72.62806,31.03444,3.7194139130434785,POINT (72.62806 31.03444),1
72.68028,30.64417,6.2522792727272725,POINT (72.68028 30.64417),1
72.68972,31.21417,2.760781142857143,POINT (72.68972 31.21417),1
72.69306,31.19222,2.093366,POINT (72.69306 31.19222),1
72.68833,31.23083,4.192385454545454,POINT (72.68833 31.23083),1
72.69389,31.28861,8.83215072,POINT (72.69389 31.28861),1
72.67722,31.31167,3.793362181818182,POINT (72.67722 31.31167),1
72.69611,31.36083,2.0435943529411764,POINT (72.69611 31.36083),1
72.70722,31.42694,4.047978461538461,POINT (72.70722 31.42694),1
72.67722,31.47056,6.703193684210526,POINT (72.67722 31.47056),1
72.68889,31.54278,5.6674043076923075,POINT (72.68889 31.54278),1
72.68889,31.59833,7.1668639999999995,POINT (72.68889 31.59833),1
72.68417,31.62528,5.84139675,POINT (72.68417 31.62528),1
72.69056,30.78917,13.9726416,POINT (72.69056 30.78917),1
72.68333,30.835,15.551404,POINT (72.68333 30.835),1
72.67639,30.88694,8.834628,POINT (72.67639 30.88694),1
73.86056,30.43417,6.137148000000001,POINT (73.86056 30.43417),1
72.67,30.92833,6.650915294117647,POINT (72.67 30.92833),1
72.67306,30.99083,5.216482666666667,POINT (72.67306 30.99083),1
72.67778,31.08556,2.8726597894736843,POINT (72.67778 31.08556),1
72.72639,30.62139,5.587687384615385,POINT (72.72639 30.62139),1
72.735,31.1825,2.9597465454545455,POINT (72.735 31.1825),1
72.73111,31.22806,4.238320727272727,POINT (72.73111 31.22806),1
72.73333,31.18861,3.6387023999999997,POINT (72.73333 31.18861),1
72.74917,31.25306,4.22410128,POINT (72.74917 31.25306),1
72.72944,31.32417,6.281096727272726,POINT (72.72944 31.32417),1
72.74528,31.36556,5.186172,POINT (72.74528 31.36556),1
73.39139,31.04889,6.224016,POINT (73.39139 31.04889),1
72.73583,31.43778,3.5913461052631575,POINT (72.73583 31.43778),1
72.74056,31.47583,3.442438909090909,POINT (72.74056 31.47583),1
72.72389,31.54,3.0408880000000003,POINT (72.72389 31.54),1
72.72222,30.67694,5.340096,POINT (72.72222 30.67694),1
72.73028,31.58917,9.901031294117647,POINT (72.73028 31.58917),1
72.7325,31.64306,5.1633119999999995,POINT (72.7325 31.64306),1
72.72222,30.71972,7.033192266666666,POINT (72.72222 30.71972),1
72.72556,30.77528,12.5970564,POINT (72.72556 30.77528),1
72.72861,30.83861,10.472928,POINT (72.72861 30.83861),1
72.72778,30.88778,12.364892,POINT (72.72778 30.88778),1
73.4468,30.90455,5.538333538461539,POINT (73.4468 30.90455),1
72.72556,30.92278,4.9942816,POINT (72.72556 30.92278),1
72.72222,31.03778,3.2046203076923074,POINT (72.72222 31.03778),1
72.76667,30.71944,5.186888888888889,POINT (72.76667 30.71944),1
72.7825,31.18444,2.7868345263157894,POINT (72.7825 31.18444),1
72.78583,31.22639,3.3719435555555552,POINT (72.78583 31.22639),1
72.78972,31.28667,3.719843368421053,POINT (72.78972 31.28667),1
72.76917,31.3275,4.622409230769231,POINT (72.76917 31.3275),1
72.79611,31.37278,7.5055320000000005,POINT (72.79611 31.37278),1
72.78583,31.43778,5.4434232,POINT (72.78583 31.43778),1
72.79833,31.4725,2.210158588235294,POINT (72.79833 31.4725),1
73.67194,30.65833,9.012936,POINT (73.67194 30.65833),1
72.78583,31.54306,4.7144247272727275,POINT (72.78583 31.54306),1
72.78167,31.59611,6.195930857142857,POINT (72.78167 31.59611),1
72.77056,31.63833,5.183124,POINT (72.77056 31.63833),1
72.79528,30.75194,5.088636,POINT (72.79528 30.75194),1
72.78167,30.82889,12.409862727272726,POINT (72.78167 30.82889),1
72.78417,30.88833,8.425978285714285,POINT (72.78417 30.88833),1
72.77306,30.93667,5.395663384615385,POINT (72.77306 30.93667),1
72.77389,30.98167,5.5402575999999994,POINT (72.77389 30.98167),1
72.77472,31.22028,3.805825565217391,POINT (72.77472 31.22028),1
72.78806,31.1825,3.079588363636364,POINT (72.78806 31.1825),1
73.69417,30.52778,9.168384,POINT (73.69417 30.52778),1
72.78722,31.35083,3.76147584,POINT (72.78722 31.35083),1
72.83639,31.17833,3.845965523809524,POINT (72.83639 31.17833),1
72.835,31.23722,2.073148,POINT (72.835 31.23722),1
72.82694,31.29417,2.7838908,POINT (72.82694 31.29417),1
72.84361,31.35278,2.754085714285714,POINT (72.84361 31.35278),1
72.85083,31.39417,3.7290142222222227,POINT (72.85083 31.39417),1
72.83889,31.48833,6.617925176470588,POINT (72.83889 31.48833),1
72.82056,31.54222,4.83997,POINT (72.82056 31.54222),1
72.83333,31.58444,6.292016444444444,POINT (72.83333 31.58444),1
72.84111,30.78639,12.823397333333332,POINT (72.84111 30.78639),1
73.70528,30.48972,6.409774666666667,POINT (73.70528 30.48972),1
72.83083,30.82444,10.090912,POINT (72.83083 30.82444),1
72.83722,30.87667,9.14674852173913,POINT (72.83722 30.87667),1
72.82222,30.93306,6.145022,POINT (72.82222 30.93306),1
72.82306,30.98944,4.646324307692308,POINT (72.82306 30.98944),1
72.82389,31.15694,3.7680568695652172,POINT (72.82389 31.15694),1
72.84194,31.27361,3.4749112307692305,POINT (72.84194 31.27361),1
72.83889,31.13278,2.986102153846154,POINT (72.83889 31.13278),1
71.94083,30.66444,5.204379789473684,POINT (71.94083 30.66444),1
72.87611,30.73917,5.571744,POINT (72.87611 30.73917),1
72.89028,31.17278,3.100297263157895,POINT (72.89028 31.17278),1
73.265,30.63444,10.325862,POINT (73.265 30.63444),1
72.90306,31.24111,2.7459432,POINT (72.90306 31.24111),1
72.86667,31.27833,3.504139826086956,POINT (72.86667 31.27833),1
72.86972,31.32944,3.626182153846154,POINT (72.86972 31.32944),1
72.87778,31.39139,4.0245792,POINT (72.87778 31.39139),1
72.86889,31.44667,5.218176,POINT (72.86889 31.44667),1
72.87861,31.47444,5.673005333333333,POINT (72.87861 31.47444),1
72.87306,31.53639,8.459893333333333,POINT (72.87306 31.53639),1
72.87861,31.60778,4.37007,POINT (72.87861 31.60778),1
72.90694,31.65056,5.275326,POINT (72.90694 31.65056),1
72.88333,30.79306,9.116568,POINT (72.88333 30.79306),1
73.28556,30.43472,10.480717333333335,POINT (73.28556 30.43472),1
72.87056,31.67111,4.200421090909091,POINT (72.87056 31.67111),1
72.87917,30.82889,11.328109714285715,POINT (72.87917 30.82889),1
72.88333,30.87639,11.0212632,POINT (72.88333 30.87639),1
72.86889,30.92278,5.9414664,POINT (72.86889 30.92278),1
72.86972,30.98222,4.635484,POINT (72.86972 30.98222),1
72.87528,31.22417,3.478646,POINT (72.87528 31.22417),1
72.87861,31.17056,2.6381803076923074,POINT (72.87861 31.17056),1
72.88083,31.19639,2.959535428571429,POINT (72.88083 31.19639),1
71.92611,30.735,1.9287308571428572,POINT (71.92611 30.735),1
72.93472,31.24,4.014536842105263,POINT (72.93472 31.24),1
72.19583,30.48611,8.7547704,POINT (72.19583 30.48611),1
72.91806,31.29389,4.06668384,POINT (72.91806 31.29389),1
72.92444,31.34139,3.30521232,POINT (72.92444 31.34139),1
72.92056,31.38889,4.7669334545454545,POINT (72.92056 31.38889),1
72.93,31.43722,6.414685333333334,POINT (72.93 31.43722),1
72.92444,31.49361,6.287685333333333,POINT (72.92444 31.49361),1
72.94278,31.53944,6.590180833333334,POINT (72.94278 31.53944),1
72.93083,31.58556,3.635248,POINT (72.93083 31.58556),1
72.93389,31.63694,3.930777,POINT (72.93389 31.63694),1
72.94194,31.67667,6.0065412,POINT (72.94194 31.67667),1
72.94028,31.24,3.2313880000000004,POINT (72.94028 31.24),1
72.20583,30.4675,6.1749431999999995,POINT (72.20583 30.4675),1
72.93083,31.17722,2.3122509090909094,POINT (72.93083 31.17722),1
71.935,30.76028,2.7287484615384616,POINT (71.935 30.76028),1
72.97444,30.7825,7.522463999999999,POINT (72.97444 30.7825),1
72.99194,31.23639,2.360071238095238,POINT (72.99194 31.23639),1
72.99972,31.27833,5.327388833333333,POINT (72.99972 31.27833),1
72.96583,31.33528,1.9481074285714288,POINT (72.96583 31.33528),1
72.97444,31.375,5.0000827999999995,POINT (72.97444 31.375),1
72.965,31.41861,2.843784,POINT (72.965 31.41861),1
72.97111,31.45917,6.637890857142858,POINT (72.97111 31.45917),1
72.98556,31.53528,5.794705391304348,POINT (72.98556 31.53528),1
72.38521,30.4203,12.488043114666668,POINT (72.38521 30.4203),1
72.97111,31.59,5.4876192,POINT (72.97111 31.59),1
72.96722,31.65417,4.40436,POINT (72.96722 31.65417),1
72.97694,31.69611,5.103876,POINT (72.97694 31.69611),1
72.97694,30.82667,9.39927,POINT (72.97694 30.82667),1
72.9775,30.88389,8.3310984,POINT (72.9775 30.88389),1
72.9775,30.93389,8.367297882352942,POINT (72.9775 30.93389),1
72.97528,30.9925,5.949375157894737,POINT (72.97528 30.9925),1
72.97917,31.24417,3.9675683478260875,POINT (72.97917 31.24417),1
72.96722,31.17056,2.58699,POINT (72.96722 31.17056),1
72.98861,31.33111,2.9486352,POINT (72.98861 31.33111),1
